"X1","Center_start","Center_stop","Left_start","Left_stop","Unknown_start","Unknown_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Left_start","Contact_Left_stop"
769,NA,NA,13733.965,13734.399,NA,NA,17985.598,17985.631,NA,NA,16154.431,16154.531
770,NA,NA,13737.732,13737.965,NA,NA,17992.398,17998.898,NA,NA,16175.065,16175.431
771,NA,NA,13738.465,13778.699,NA,NA,17999.064,17999.631,NA,NA,16176.831,16179.031
772,NA,NA,13778.899,13788.565,NA,NA,17999.664,18001.198,NA,NA,16180.565,16181.331
773,NA,NA,13788.932,13789.599,NA,NA,18001.398,18009.364,NA,NA,16183.398,16183.865
774,NA,NA,13789.632,13789.665,NA,NA,18013.098,18015.898,NA,NA,16235.065,16235.731
775,NA,NA,13789.732,13790.232,NA,NA,18016.298,18254.164,NA,NA,16259.231,16260.131
776,NA,NA,13790.499,13792.099,NA,NA,18254.864,18255.264,NA,NA,16260.365,16260.398
777,NA,NA,13792.132,13792.165,NA,NA,18264.998,18265.598,NA,NA,16260.731,16260.798
778,NA,NA,13792.365,13792.832,NA,NA,18269.598,18270.398,NA,NA,16296.865,16296.898
779,NA,NA,13793.099,13794.632,NA,NA,18270.598,18270.831,NA,NA,16296.965,16296.998
780,NA,NA,13794.665,13797.665,NA,NA,18271.598,18271.631,NA,NA,16297.031,16297.398
781,NA,NA,13798.199,13798.432,NA,NA,18271.664,18271.898,NA,NA,16298.531,16298.631
782,NA,NA,13799.599,13800.232,NA,NA,18271.998,18272.131,NA,NA,16298.665,16298.765
783,NA,NA,13800.399,13800.665,NA,NA,18273.164,18273.664,NA,NA,16299.498,16319.931
784,NA,NA,13800.732,13800.865,NA,NA,18273.831,18274.031,NA,NA,16320.465,16320.731
785,NA,NA,13801.065,13867.232,NA,NA,18281.998,18282.064,NA,NA,16322.631,16322.765
786,NA,NA,13867.532,13867.699,NA,NA,18282.264,18282.331,NA,NA,16323.198,16323.331
787,NA,NA,13868.065,13890.632,NA,NA,18282.664,18283.564,NA,NA,16323.398,16323.931
788,NA,NA,13890.865,13895.432,NA,NA,18283.864,18288.931,NA,NA,16326.631,16326.731
789,NA,NA,13895.665,13908.199,NA,NA,18291.398,18291.731,NA,NA,16329.565,16329.931
790,NA,NA,13908.799,13909.432,NA,NA,18291.798,18323.631,NA,NA,16330.165,16330.265
791,NA,NA,13909.565,13910.165,NA,NA,18323.831,18323.898,NA,NA,16330.365,16330.398
792,NA,NA,13910.665,13914.899,NA,NA,18328.364,18504.364,NA,NA,16330.431,16330.598
793,NA,NA,13952.632,13963.032,NA,NA,18505.364,18506.598,NA,NA,16330.765,16330.865
794,NA,NA,13963.165,13995.065,NA,NA,18519.231,18528.164,NA,NA,16344.931,16345.031
795,NA,NA,13996.832,13999.332,NA,NA,18806.097,18806.764,NA,NA,16345.065,16348.431
796,NA,NA,13999.665,14009.832,NA,NA,18806.831,18807.231,NA,NA,16348.531,16348.598
797,NA,NA,14221.599,14221.899,NA,NA,18808.664,18810.164,NA,NA,16348.765,16348.798
798,NA,NA,14222.099,14222.232,NA,NA,18816.531,18817.197,NA,NA,16348.831,16351.365
799,NA,NA,14222.299,14223.165,NA,NA,18974.364,18989.931,NA,NA,16351.898,16352.898
800,NA,NA,14223.332,14225.365,NA,NA,18995.264,19235.631,NA,NA,16353.431,16353.731
801,NA,NA,14314.865,14315.632,NA,NA,19339.364,19340.631,NA,NA,16846.765,16847.231
802,NA,NA,14315.765,14334.332,NA,NA,19342.764,19351.631,NA,NA,16847.265,16848.698
803,NA,NA,14334.365,14334.432,NA,NA,19357.631,19359.431,NA,NA,16859.865,16861.231
804,NA,NA,14334.465,14340.099,NA,NA,19365.231,19452.397,NA,NA,16861.265,16861.431
805,NA,NA,14340.199,14340.265,NA,NA,19453.731,19478.731,NA,NA,16861.631,16861.731
806,NA,NA,14340.265,14344.298,NA,NA,19480.131,19502.797,NA,NA,16862.631,16862.831
807,NA,NA,14344.398,14344.931,NA,NA,19599.797,19603.297,NA,NA,16863.431,16863.731
808,NA,NA,14346.231,14355.598,NA,NA,19604.031,19605.564,NA,NA,16863.831,16863.898
809,NA,NA,14355.631,14356.831,NA,NA,19638.964,19651.131,NA,NA,16864.031,16864.131
810,NA,NA,14356.898,14357.198,NA,NA,19651.764,19660.131,NA,NA,16864.198,16864.298
811,NA,NA,14357.665,14357.998,NA,NA,19661.031,19685.031,NA,NA,16864.431,16873.365
812,NA,NA,14358.798,14358.965,NA,NA,19687.664,19688.831,NA,NA,16879.431,16879.598
813,NA,NA,14360.965,14361.765,NA,NA,19699.997,19716.197,NA,NA,16879.831,16880.231
814,NA,NA,14364.798,14365.831,NA,NA,19719.164,19719.631,NA,NA,16881.231,16884.931
815,NA,NA,14368.098,14373.598,NA,NA,19729.297,19730.431,NA,NA,16885.631,16885.998
816,NA,NA,14379.065,14381.531,NA,NA,19767.764,19795.297,NA,NA,16886.098,16886.531
817,NA,NA,14383.731,14411.931,NA,NA,19797.631,19827.964,NA,NA,16916.331,16916.598
818,NA,NA,14412.631,14413.931,NA,NA,19829.564,19832.364,NA,NA,16964.031,16964.165
819,NA,NA,14425.765,14426.031,NA,NA,19832.697,19833.897,NA,NA,16964.231,16964.331
820,NA,NA,14426.365,14426.665,NA,NA,19835.331,19847.297,NA,NA,16965.431,16965.465
821,NA,NA,14430.331,14512.165,NA,NA,19847.464,19848.464,NA,NA,16981.598,16981.765
822,NA,NA,14512.531,14514.165,NA,NA,19934.831,19935.364,NA,NA,16991.131,16998.365
823,NA,NA,14515.531,14516.231,NA,NA,19935.597,19943.597,NA,NA,17047.065,17047.398
824,NA,NA,14517.231,14534.331,NA,NA,19946.531,19983.731,NA,NA,17047.465,17048.465
825,NA,NA,14534.598,14534.631,NA,NA,20101.664,20103.664,NA,NA,17052.665,17052.798
826,NA,NA,14534.998,14537.798,NA,NA,20105.297,20106.697,NA,NA,17052.865,17052.898
827,NA,NA,14537.931,14538.931,NA,NA,20110.364,20111.364,NA,NA,17053.365,17071.798
828,NA,NA,14539.398,14544.765,NA,NA,20112.197,20112.464,NA,NA,17071.865,17072.398
829,NA,NA,14545.231,14546.031,NA,NA,20112.631,20121.131,NA,NA,17072.598,17074.465
830,NA,NA,14546.431,14567.298,NA,NA,20188.097,20188.697,NA,NA,17074.531,17075.465
831,NA,NA,14567.565,14568.265,NA,NA,20189.964,20195.931,NA,NA,17100.098,17114.498
832,NA,NA,14568.365,14568.665,NA,NA,20374.364,20376.864,NA,NA,17144.331,17146.065
833,NA,NA,14569.798,14570.831,NA,NA,20385.731,20386.997,NA,NA,17146.865,17148.331
834,NA,NA,14571.031,14639.098,NA,NA,21234.531,21234.597,NA,NA,17151.131,17152.198
835,NA,NA,14639.798,14640.665,NA,NA,21237.164,21237.397,NA,NA,17152.931,17153.265
836,NA,NA,14640.765,14640.898,NA,NA,21237.597,21237.997,NA,NA,17155.331,17155.798
837,NA,NA,14641.598,14644.065,NA,NA,21238.531,21239.031,NA,NA,17156.331,17161.198
838,NA,NA,14644.598,14644.665,NA,NA,21239.764,21252.331,NA,NA,17161.598,17161.931
839,NA,NA,14644.998,14646.665,NA,NA,21252.397,21253.631,NA,NA,17192.165,17192.231
840,NA,NA,14646.731,14647.665,NA,NA,21254.231,21257.564,NA,NA,17192.331,17193.365
841,NA,NA,14647.831,14647.865,NA,NA,21275.297,21275.431,NA,NA,17270.331,17270.431
842,NA,NA,14648.598,14651.298,NA,NA,21600,21600,NA,NA,17270.765,17271.365
843,NA,NA,14651.598,14665.665,NA,NA,21600,21600,NA,NA,17271.598,17271.798
844,NA,NA,14665.831,14666.531,NA,NA,21600,21600,NA,NA,17272.165,17312.998
845,NA,NA,14672.198,14717.865,NA,NA,21600,21600,NA,NA,17313.398,17314.598
846,NA,NA,14719.398,14724.665,NA,NA,21600,21600,NA,NA,17314.731,17315.665
847,NA,NA,14737.231,14743.131,NA,NA,21600,21600,NA,NA,17315.931,17326.798
848,NA,NA,14791.965,14795.131,NA,NA,21600,21600,NA,NA,17407.198,17407.331
849,NA,NA,14795.365,14795.398,NA,NA,21600,21600,NA,NA,17455.065,17455.331
850,NA,NA,14795.598,14795.765,NA,NA,21600,21600,NA,NA,17455.565,17455.865
851,NA,NA,14795.865,14795.931,NA,NA,21600,21600,NA,NA,17456.031,17456.665
852,NA,NA,15103.265,15107.965,NA,NA,21600,21600,NA,NA,17458.765,17458.965
853,NA,NA,15108.565,15108.831,NA,NA,21600,21600,NA,NA,17459.431,17459.698
854,NA,NA,15281.598,15284.098,NA,NA,NA,NA,NA,NA,17459.965,17461.098
855,NA,NA,15284.731,15285.098,NA,NA,NA,NA,NA,NA,18530.364,18530.964
856,NA,NA,15426.998,15427.265,NA,NA,NA,NA,NA,NA,18540.631,18541.164
857,NA,NA,15427.965,15455.865,NA,NA,NA,NA,NA,NA,18541.698,18541.798
858,NA,NA,15456.065,15456.698,NA,NA,NA,NA,NA,NA,18545.931,18546.098
859,NA,NA,15457.965,15458.565,NA,NA,NA,NA,NA,NA,18546.231,18546.331
860,NA,NA,15458.865,15465.431,NA,NA,NA,NA,NA,NA,18546.464,18547.464
861,NA,NA,15465.531,15466.398,NA,NA,NA,NA,NA,NA,18547.964,18548.131
862,NA,NA,15466.598,15467.065,NA,NA,NA,NA,NA,NA,18548.231,18548.364
863,NA,NA,15472.765,15473.298,NA,NA,NA,NA,NA,NA,18548.398,18548.831
864,NA,NA,15473.365,15473.431,NA,NA,NA,NA,NA,NA,18548.864,18549.298
865,NA,NA,15476.065,15537.665,NA,NA,NA,NA,NA,NA,18549.364,18551.931
866,NA,NA,15537.798,15537.898,NA,NA,NA,NA,NA,NA,18599.798,18601.798
867,NA,NA,15539.265,15539.798,NA,NA,NA,NA,NA,NA,18622.998,18623.198
868,NA,NA,15539.965,15540.198,NA,NA,NA,NA,NA,NA,18623.264,18623.464
869,NA,NA,15540.331,15544.165,NA,NA,NA,NA,NA,NA,18636.931,18636.998
870,NA,NA,15551.765,15552.665,NA,NA,NA,NA,NA,NA,18637.064,18637.198
871,NA,NA,15552.898,15554.198,NA,NA,NA,NA,NA,NA,18638.064,18638.998
872,NA,NA,15564.665,15564.765,NA,NA,NA,NA,NA,NA,18639.064,18639.198
873,NA,NA,15564.798,15565.098,NA,NA,NA,NA,NA,NA,18639.264,18639.331
874,NA,NA,15565.398,15587.331,NA,NA,NA,NA,NA,NA,18639.464,18639.731
875,NA,NA,15588.231,15592.665,NA,NA,NA,NA,NA,NA,18641.064,18641.264
876,NA,NA,15593.698,15594.065,NA,NA,NA,NA,NA,NA,18679.097,18679.164
877,NA,NA,15595.698,15595.765,NA,NA,NA,NA,NA,NA,18679.364,18679.964
878,NA,NA,15597.031,15624.998,NA,NA,NA,NA,NA,NA,18683.131,18683.797
879,NA,NA,15625.165,15646.031,NA,NA,NA,NA,NA,NA,18685.297,18685.564
880,NA,NA,15649.765,15650.265,NA,NA,NA,NA,NA,NA,18685.631,18685.697
881,NA,NA,15650.865,15652.598,NA,NA,NA,NA,NA,NA,18685.964,18686.964
882,NA,NA,15656.165,15665.365,NA,NA,NA,NA,NA,NA,18703.197,18704.397
883,NA,NA,15665.398,15665.431,NA,NA,NA,NA,NA,NA,18711.731,18711.797
884,NA,NA,15668.165,15668.798,NA,NA,NA,NA,NA,NA,18712.264,18712.997
885,NA,NA,15669.598,15670.031,NA,NA,NA,NA,NA,NA,18724.197,18724.531
886,NA,NA,15670.165,15676.565,NA,NA,NA,NA,NA,NA,18736.997,18738.997
887,NA,NA,15676.731,15676.865,NA,NA,NA,NA,NA,NA,18739.797,18741.597
888,NA,NA,16016.131,16016.231,NA,NA,NA,NA,NA,NA,18833.331,18836.564
889,NA,NA,16017.898,16018.431,NA,NA,NA,NA,NA,NA,18837.631,18837.897
890,NA,NA,16018.765,16019.798,NA,NA,NA,NA,NA,NA,18838.031,18838.364
891,NA,NA,16020.131,16021.898,NA,NA,NA,NA,NA,NA,18838.431,18838.897
892,NA,NA,16023.398,16023.598,NA,NA,NA,NA,NA,NA,18840.297,18840.497
893,NA,NA,16023.931,16025.398,NA,NA,NA,NA,NA,NA,18840.697,18841.964
894,NA,NA,16026.065,16026.565,NA,NA,NA,NA,NA,NA,18845.697,18846.431
895,NA,NA,16028.998,16029.198,NA,NA,NA,NA,NA,NA,18850.231,18850.431
896,NA,NA,16029.765,16030.031,NA,NA,NA,NA,NA,NA,18850.564,18850.697
897,NA,NA,16030.298,16030.498,NA,NA,NA,NA,NA,NA,18851.031,18851.431
898,NA,NA,16031.331,16031.498,NA,NA,NA,NA,NA,NA,18851.497,18851.631
899,NA,NA,16033.798,16033.865,NA,NA,NA,NA,NA,NA,18860.297,18861.097
900,NA,NA,16034.665,16034.731,NA,NA,NA,NA,NA,NA,18863.297,18863.364
901,NA,NA,16034.798,16038.098,NA,NA,NA,NA,NA,NA,18865.164,18866.031
902,NA,NA,16038.165,16038.765,NA,NA,NA,NA,NA,NA,18873.564,18882.364
903,NA,NA,16038.831,16039.531,NA,NA,NA,NA,NA,NA,18883.764,18886.431
904,NA,NA,16039.598,16040.365,NA,NA,NA,NA,NA,NA,18886.631,18886.697
905,NA,NA,16040.898,16041.565,NA,NA,NA,NA,NA,NA,18887.964,18891.564
906,NA,NA,16041.631,16041.665,NA,NA,NA,NA,NA,NA,18893.164,18893.297
907,NA,NA,16041.765,16042.065,NA,NA,NA,NA,NA,NA,18893.364,18900.631
908,NA,NA,16045.498,16045.865,NA,NA,NA,NA,NA,NA,18901.497,18901.631
909,NA,NA,16045.931,16046.231,NA,NA,NA,NA,NA,NA,18901.831,18907.497
910,NA,NA,16046.265,16046.331,NA,NA,NA,NA,NA,NA,18920.431,18920.464
911,NA,NA,16047.198,16047.398,NA,NA,NA,NA,NA,NA,18921.464,18923.797
912,NA,NA,16047.465,16048.198,NA,NA,NA,NA,NA,NA,18924.097,18924.697
913,NA,NA,16130.631,16153.798,NA,NA,NA,NA,NA,NA,18928.164,18928.231
914,NA,NA,16154.331,16154.431,NA,NA,NA,NA,NA,NA,18928.697,18931.164
915,NA,NA,16154.531,16175.065,NA,NA,NA,NA,NA,NA,18931.564,18932.264
916,NA,NA,16175.431,16176.831,NA,NA,NA,NA,NA,NA,18932.364,18933.497
917,NA,NA,16179.031,16180.565,NA,NA,NA,NA,NA,NA,18933.597,18933.764
918,NA,NA,16181.331,16183.398,NA,NA,NA,NA,NA,NA,18933.831,18934.631
919,NA,NA,16183.865,16235.065,NA,NA,NA,NA,NA,NA,18935.197,18942.131
920,NA,NA,16235.731,16259.231,NA,NA,NA,NA,NA,NA,18944.164,18948.031
921,NA,NA,16260.131,16260.365,NA,NA,NA,NA,NA,NA,18948.631,18951.097
922,NA,NA,16260.398,16260.731,NA,NA,NA,NA,NA,NA,19520.831,19520.964
923,NA,NA,16260.798,16296.865,NA,NA,NA,NA,NA,NA,19526.297,19527.697
924,NA,NA,16296.898,16296.965,NA,NA,NA,NA,NA,NA,19527.931,19527.964
925,NA,NA,16296.998,16297.031,NA,NA,NA,NA,NA,NA,19528.031,19528.097
926,NA,NA,16297.398,16298.531,NA,NA,NA,NA,NA,NA,19531.631,19531.731
927,NA,NA,16298.631,16298.665,NA,NA,NA,NA,NA,NA,19533.131,19534.797
928,NA,NA,16298.765,16299.498,NA,NA,NA,NA,NA,NA,19535.631,19537.131
929,NA,NA,16319.931,16320.465,NA,NA,NA,NA,NA,NA,19537.464,19537.631
930,NA,NA,16320.731,16322.631,NA,NA,NA,NA,NA,NA,19537.664,19537.697
931,NA,NA,16322.765,16323.198,NA,NA,NA,NA,NA,NA,19538.297,19538.764
932,NA,NA,16323.331,16323.398,NA,NA,NA,NA,NA,NA,19552.097,19552.431
933,NA,NA,16323.931,16326.631,NA,NA,NA,NA,NA,NA,19555.164,19556.297
934,NA,NA,16326.731,16329.565,NA,NA,NA,NA,NA,NA,19594.131,19596.264
935,NA,NA,16329.931,16330.165,NA,NA,NA,NA,NA,NA,19596.664,19597.197
936,NA,NA,16330.265,16330.365,NA,NA,NA,NA,NA,NA,19597.331,19598.264
937,NA,NA,16330.398,16330.431,NA,NA,NA,NA,NA,NA,19686.564,19686.664
938,NA,NA,16330.598,16330.765,NA,NA,NA,NA,NA,NA,19699.231,19699.697
939,NA,NA,16330.865,16330.965,NA,NA,NA,NA,NA,NA,19737.664,19737.697
940,NA,NA,16343.931,16344.931,NA,NA,NA,NA,NA,NA,19737.864,19741.031
941,NA,NA,16345.031,16345.065,NA,NA,NA,NA,NA,NA,19741.464,19742.397
942,NA,NA,16348.431,16348.531,NA,NA,NA,NA,NA,NA,19742.664,19742.997
943,NA,NA,16348.598,16348.765,NA,NA,NA,NA,NA,NA,19744.397,19745.164
944,NA,NA,16348.798,16348.831,NA,NA,NA,NA,NA,NA,19752.597,19753.397
945,NA,NA,16351.365,16351.898,NA,NA,NA,NA,NA,NA,19753.464,19753.531
946,NA,NA,16352.898,16353.431,NA,NA,NA,NA,NA,NA,19759.531,19760.064
947,NA,NA,16353.731,16354.031,NA,NA,NA,NA,NA,NA,19764.064,19765.197
948,NA,NA,16845.398,16846.765,NA,NA,NA,NA,NA,NA,19765.331,19765.864
949,NA,NA,16847.231,16847.265,NA,NA,NA,NA,NA,NA,19765.997,19766.397
950,NA,NA,16848.698,16859.865,NA,NA,NA,NA,NA,NA,19766.597,19766.931
951,NA,NA,16861.231,16861.265,NA,NA,NA,NA,NA,NA,19852.664,19852.931
952,NA,NA,16861.431,16861.631,NA,NA,NA,NA,NA,NA,19858.331,19859.064
953,NA,NA,16861.731,16862.631,NA,NA,NA,NA,NA,NA,19863.331,19863.431
954,NA,NA,16862.831,16863.431,NA,NA,NA,NA,NA,NA,19863.997,19864.864
955,NA,NA,16863.731,16863.831,NA,NA,NA,NA,NA,NA,19871.597,19871.664
956,NA,NA,16863.898,16864.031,NA,NA,NA,NA,NA,NA,19871.731,19872.264
957,NA,NA,16864.131,16864.198,NA,NA,NA,NA,NA,NA,19877.597,19877.797
958,NA,NA,16864.298,16864.431,NA,NA,NA,NA,NA,NA,19878.997,19879.531
959,NA,NA,16873.365,16873.631,NA,NA,NA,NA,NA,NA,19887.831,19888.031
960,NA,NA,16877.831,16879.431,NA,NA,NA,NA,NA,NA,19895.964,19896.031
961,NA,NA,16879.598,16879.831,NA,NA,NA,NA,NA,NA,19896.331,19896.531
962,NA,NA,16880.231,16881.231,NA,NA,NA,NA,NA,NA,19898.331,19904.064
963,NA,NA,16884.931,16885.631,NA,NA,NA,NA,NA,NA,19914.597,19914.697
964,NA,NA,16885.998,16886.098,NA,NA,NA,NA,NA,NA,19914.964,19915.164
965,NA,NA,16886.531,16916.331,NA,NA,NA,NA,NA,NA,19995.631,19995.731
966,NA,NA,16916.598,16964.031,NA,NA,NA,NA,NA,NA,19997.997,19998.364
967,NA,NA,16964.165,16964.231,NA,NA,NA,NA,NA,NA,19998.497,19998.931
968,NA,NA,16964.331,16965.431,NA,NA,NA,NA,NA,NA,20052.397,20052.664
969,NA,NA,16965.465,16981.598,NA,NA,NA,NA,NA,NA,20058.531,20059.064
970,NA,NA,16981.765,16991.131,NA,NA,NA,NA,NA,NA,20059.264,20059.464
971,NA,NA,16998.365,17047.065,NA,NA,NA,NA,NA,NA,20059.664,20062.131
972,NA,NA,17047.398,17047.465,NA,NA,NA,NA,NA,NA,20063.997,20064.031
973,NA,NA,17048.465,17052.665,NA,NA,NA,NA,NA,NA,20064.831,20065.131
974,NA,NA,17052.798,17052.865,NA,NA,NA,NA,NA,NA,20066.531,20068.531
975,NA,NA,17052.898,17053.365,NA,NA,NA,NA,NA,NA,20070.264,20070.431
976,NA,NA,17071.798,17071.865,NA,NA,NA,NA,NA,NA,20080.431,20080.764
977,NA,NA,17072.398,17072.598,NA,NA,NA,NA,NA,NA,20412.297,20412.364
978,NA,NA,17074.465,17074.531,NA,NA,NA,NA,NA,NA,20416.297,20416.364
979,NA,NA,17075.465,17079.165,NA,NA,NA,NA,NA,NA,20425.197,20425.364
980,NA,NA,17081.065,17100.098,NA,NA,NA,NA,NA,NA,20431.831,20434.631
981,NA,NA,17114.498,17114.831,NA,NA,NA,NA,NA,NA,20435.497,20435.964
982,NA,NA,17128.631,17144.331,NA,NA,NA,NA,NA,NA,20436.231,20436.364
983,NA,NA,17146.065,17146.865,NA,NA,NA,NA,NA,NA,20439.364,20439.497
984,NA,NA,17148.331,17151.131,NA,NA,NA,NA,NA,NA,20441.964,20442.897
985,NA,NA,17152.198,17152.931,NA,NA,NA,NA,NA,NA,20447.397,20447.564
986,NA,NA,17153.265,17155.331,NA,NA,NA,NA,NA,NA,20447.597,20449.464
987,NA,NA,17155.798,17156.331,NA,NA,NA,NA,NA,NA,20461.531,20461.731
988,NA,NA,17161.198,17161.598,NA,NA,NA,NA,NA,NA,20466.564,20466.731
989,NA,NA,17161.931,17192.165,NA,NA,NA,NA,NA,NA,20467.731,20468.397
990,NA,NA,17192.231,17192.331,NA,NA,NA,NA,NA,NA,20468.864,20518.797
991,NA,NA,17193.365,17270.331,NA,NA,NA,NA,NA,NA,20518.964,20520.997
992,NA,NA,17270.431,17270.765,NA,NA,NA,NA,NA,NA,20521.131,20521.164
993,NA,NA,17271.365,17271.598,NA,NA,NA,NA,NA,NA,20521.231,20527.597
994,NA,NA,17271.798,17272.165,NA,NA,NA,NA,NA,NA,20527.697,20540.897
995,NA,NA,17312.998,17313.398,NA,NA,NA,NA,NA,NA,20541.964,20551.297
996,NA,NA,17314.598,17314.731,NA,NA,NA,NA,NA,NA,20551.364,20554.364
997,NA,NA,17315.665,17315.931,NA,NA,NA,NA,NA,NA,20554.564,20555.097
998,NA,NA,17326.798,17407.198,NA,NA,NA,NA,NA,NA,20803.831,20804.131
999,NA,NA,17407.331,17455.065,NA,NA,NA,NA,NA,NA,20804.197,20810.164
1000,NA,NA,17455.331,17455.565,NA,NA,NA,NA,NA,NA,20810.431,20810.764
1001,NA,NA,17455.865,17456.031,NA,NA,NA,NA,NA,NA,20836.997,20837.231
1002,NA,NA,17456.665,17458.765,NA,NA,NA,NA,NA,NA,20837.531,20837.564
1003,NA,NA,17458.965,17459.431,NA,NA,NA,NA,NA,NA,20837.597,20838.597
1004,NA,NA,17459.698,17459.965,NA,NA,NA,NA,NA,NA,20839.131,20839.997
1005,NA,NA,17461.098,17576.365,NA,NA,NA,NA,NA,NA,20840.264,20840.931
1006,NA,NA,18528.864,18530.364,NA,NA,NA,NA,NA,NA,20842.631,20843.831
1007,NA,NA,18530.964,18540.631,NA,NA,NA,NA,NA,NA,20843.997,20844.064
1008,NA,NA,18541.164,18541.698,NA,NA,NA,NA,NA,NA,20869.531,20870.331
1009,NA,NA,18541.798,18545.931,NA,NA,NA,NA,NA,NA,20870.764,20870.931
1010,NA,NA,18546.098,18546.231,NA,NA,NA,NA,NA,NA,20870.964,20873.631
1011,NA,NA,18546.331,18546.464,NA,NA,NA,NA,NA,NA,20873.831,20873.864
1012,NA,NA,18547.464,18547.964,NA,NA,NA,NA,NA,NA,20873.931,20876.964
1013,NA,NA,18548.131,18548.231,NA,NA,NA,NA,NA,NA,20877.664,20879.864
1014,NA,NA,18548.364,18548.398,NA,NA,NA,NA,NA,NA,20880.064,20882.397
1015,NA,NA,18548.831,18548.864,NA,NA,NA,NA,NA,NA,20882.464,20887.464
1016,NA,NA,18549.298,18549.364,NA,NA,NA,NA,NA,NA,20888.197,20888.397
1017,NA,NA,18551.931,18599.798,NA,NA,NA,NA,NA,NA,20888.864,20901.897
1018,NA,NA,18601.798,18622.998,NA,NA,NA,NA,NA,NA,20902.064,20902.164
1019,NA,NA,18623.198,18623.264,NA,NA,NA,NA,NA,NA,20904.164,20905.631
1020,NA,NA,18623.464,18636.931,NA,NA,NA,NA,NA,NA,20905.864,20907.664
1021,NA,NA,18636.998,18637.064,NA,NA,NA,NA,NA,NA,20908.964,20909.064
1022,NA,NA,18637.198,18638.064,NA,NA,NA,NA,NA,NA,20909.164,20910.297
1023,NA,NA,18638.998,18639.064,NA,NA,NA,NA,NA,NA,20910.331,20910.397
1024,NA,NA,18639.198,18639.264,NA,NA,NA,NA,NA,NA,20910.431,20910.897
1025,NA,NA,18639.331,18639.464,NA,NA,NA,NA,NA,NA,20926.897,20927.431
1026,NA,NA,18639.731,18641.064,NA,NA,NA,NA,NA,NA,20928.597,20928.797
1027,NA,NA,18641.264,18672.331,NA,NA,NA,NA,NA,NA,20932.497,20942.031
1028,NA,NA,18673.797,18679.097,NA,NA,NA,NA,NA,NA,20942.164,20944.464
1029,NA,NA,18679.164,18679.364,NA,NA,NA,NA,NA,NA,20944.797,20944.897
1030,NA,NA,18679.964,18683.131,NA,NA,NA,NA,NA,NA,20947.264,20947.397
1031,NA,NA,18683.797,18685.297,NA,NA,NA,NA,NA,NA,20947.464,20961.031
1032,NA,NA,18685.564,18685.631,NA,NA,NA,NA,NA,NA,20961.197,20961.364
1033,NA,NA,18685.697,18685.964,NA,NA,NA,NA,NA,NA,20961.664,20961.731
1034,NA,NA,18686.964,18703.197,NA,NA,NA,NA,NA,NA,20961.764,20961.797
1035,NA,NA,18704.397,18711.731,NA,NA,NA,NA,NA,NA,20962.797,20963.897
1036,NA,NA,18711.797,18712.264,NA,NA,NA,NA,NA,NA,20964.231,20964.464
1037,NA,NA,18712.997,18724.197,NA,NA,NA,NA,NA,NA,20970.564,20970.664
1038,NA,NA,18724.531,18736.997,NA,NA,NA,NA,NA,NA,20970.697,20970.797
1039,NA,NA,18738.997,18739.797,NA,NA,NA,NA,NA,NA,20975.464,20982.997
1040,NA,NA,18741.597,18804.897,NA,NA,NA,NA,NA,NA,20983.397,20983.664
1041,NA,NA,18819.397,18833.331,NA,NA,NA,NA,NA,NA,20983.797,20986.231
1042,NA,NA,18836.564,18837.631,NA,NA,NA,NA,NA,NA,20986.564,20986.864
1043,NA,NA,18837.897,18838.031,NA,NA,NA,NA,NA,NA,20988.397,20989.797
1044,NA,NA,18838.364,18838.431,NA,NA,NA,NA,NA,NA,21028.464,21029.464
1045,NA,NA,18838.897,18840.297,NA,NA,NA,NA,NA,NA,21029.764,21056.531
1046,NA,NA,18840.497,18840.697,NA,NA,NA,NA,NA,NA,21058.831,21058.964
1047,NA,NA,18841.964,18845.697,NA,NA,NA,NA,NA,NA,21059.131,21061.531
1048,NA,NA,18846.431,18850.231,NA,NA,NA,NA,NA,NA,21061.597,21061.631
1049,NA,NA,18850.431,18850.564,NA,NA,NA,NA,NA,NA,21061.731,21061.797
1050,NA,NA,18850.697,18851.031,NA,NA,NA,NA,NA,NA,21062.264,21065.131
1051,NA,NA,18851.431,18851.497,NA,NA,NA,NA,NA,NA,21065.264,21065.464
1052,NA,NA,18851.631,18860.297,NA,NA,NA,NA,NA,NA,21065.597,21065.697
1053,NA,NA,18861.097,18863.297,NA,NA,NA,NA,NA,NA,21071.864,21073.864
1054,NA,NA,18863.364,18865.164,NA,NA,NA,NA,NA,NA,21082.631,21083.531
1055,NA,NA,18866.031,18873.564,NA,NA,NA,NA,NA,NA,21084.297,21084.631
1056,NA,NA,18882.364,18883.764,NA,NA,NA,NA,NA,NA,21092.264,21097.197
1057,NA,NA,18886.431,18886.631,NA,NA,NA,NA,NA,NA,21097.464,21097.531
1058,NA,NA,18886.697,18887.964,NA,NA,NA,NA,NA,NA,21205.964,21206.564
1059,NA,NA,18891.564,18893.164,NA,NA,NA,NA,NA,NA,21213.397,21215.064
1060,NA,NA,18893.297,18893.364,NA,NA,NA,NA,NA,NA,21215.831,21215.964
1061,NA,NA,18900.631,18901.497,NA,NA,NA,NA,NA,NA,21216.231,21216.831
1062,NA,NA,18901.631,18901.831,NA,NA,NA,NA,NA,NA,21260.197,21261.131
