"X1","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Unknown_start","Unknown_stop"
623,NA,NA,18022.27638,18024.34474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,NA,NA,18026.42638,18075.39472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,NA,NA,18075.8064,18082.86472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,NA,NA,18090.75138,18127.68472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,NA,NA,18134.2384,18135.48672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,NA,NA,18148.35338,18241.72672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,NA,NA,18245.46338,18247.53672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,NA,NA,18250.02838,18256.66672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,NA,NA,18257.08504,18257.49672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,18261.64838,18296.08674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,NA,NA,18297.33838,18299.40674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,18311.61438,18339.74972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,18340.57972,18341.82472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,18349.29638,18354.27472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,18355.10638,18359.25472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,18360.45656,18361.4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,18377.06818,18379.14152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,18379.97318,18381.2132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,NA,18390.76318,18438.48652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,18444.87918,18447.36752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,18448.61418,18454.42252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,18458.98918,18490.52752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,18491.35918,18510.86086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,18511.69086,18517.08752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,NA,18526.63252,18529.95252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,18534.0992,18535.34752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,18536.59252,18540.32752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,18540.74252,18542.81752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,18545.7192,18546.1342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,18547.79918,18551.94752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,18555.6792,18559.41752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,NA,NA,18577.67752,18579.74754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,NA,18582.2392,18586.39418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,18590.12918,18591.78586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,18613.36918,18614.60754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,18827.92086,19004.54486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,19005.37818,19005.78654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,19006.2032,19006.20486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,NA,NA,19006.6182,19007.03154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,NA,NA,19009.93986,19009.94152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,NA,NA,19233.62652,19302.68252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,NA,NA,20634.9952,20635.15954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,21445.16318,21445.99152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,21448.06818,21448.47986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
