"X1","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Center_start","Center_stop","Unknown_start","Unknown_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Center_start","Contact_Center_stop"
934,NA,NA,NA,NA,NA,NA,NA,NA,20453.447,20456.181,21253.447,21253.981,NA,NA
935,NA,NA,NA,NA,NA,NA,NA,NA,20459.414,20465.981,21254.114,21254.381,NA,NA
936,NA,NA,NA,NA,NA,NA,NA,NA,20466.647,20467.647,21256.047,21261.781,NA,NA
937,NA,NA,NA,NA,NA,NA,NA,NA,20467.681,20483.181,21272.281,21279.814,NA,NA
938,NA,NA,NA,NA,NA,NA,NA,NA,20486.147,20487.147,21288.947,21290.781,NA,NA
939,NA,NA,NA,NA,NA,NA,NA,NA,20488.581,20492.147,21331.581,21332.247,NA,NA
940,NA,NA,NA,NA,NA,NA,NA,NA,20492.181,20496.447,21343.181,21343.814,NA,NA
941,NA,NA,NA,NA,NA,NA,NA,NA,20500.881,20503.981,21365.647,21383.514,NA,NA
942,NA,NA,NA,NA,NA,NA,NA,NA,20518.681,20520.681,21408.647,21408.681,NA,NA
943,NA,NA,NA,NA,NA,NA,NA,NA,20520.714,20531.481,21408.714,21408.814,NA,NA
944,NA,NA,NA,NA,NA,NA,NA,NA,20531.614,20532.714,21408.914,21417.814,NA,NA
945,NA,NA,NA,NA,NA,NA,NA,NA,20532.847,20533.514,21429.147,21433.814,NA,NA
946,NA,NA,NA,NA,NA,NA,NA,NA,20534.514,20535.714,21455.081,21455.114,NA,NA
947,NA,NA,NA,NA,NA,NA,NA,NA,20536.747,20536.781,21462.914,21465.214,NA,NA
948,NA,NA,NA,NA,NA,NA,NA,NA,20536.847,20541.247,21465.347,21465.681,NA,NA
949,NA,NA,NA,NA,NA,NA,NA,NA,20543.514,20547.014,21465.747,21472.014,NA,NA
950,NA,NA,NA,NA,NA,NA,NA,NA,20547.314,20547.547,21482.047,21482.147,NA,NA
951,NA,NA,NA,NA,NA,NA,NA,NA,20551.714,20554.447,21515.847,21515.947,NA,NA
952,NA,NA,NA,NA,NA,NA,NA,NA,20554.847,20555.247,21516.014,21516.714,NA,NA
953,NA,NA,NA,NA,NA,NA,NA,NA,20562.014,20589.114,21517.014,21517.247,NA,NA
954,NA,NA,NA,NA,NA,NA,NA,NA,20591.947,20593.947,21518.814,21518.947,NA,NA
955,NA,NA,NA,NA,NA,NA,NA,NA,20594.514,20594.647,21520.581,21527.947,NA,NA
956,NA,NA,NA,NA,NA,NA,NA,NA,20596.514,20596.981,21534.281,21534.347,NA,NA
957,NA,NA,NA,NA,NA,NA,NA,NA,20597.447,20604.847,21534.747,21535.281,NA,NA
958,NA,NA,NA,NA,NA,NA,NA,NA,20605.114,20605.281,21536.581,21537.347,NA,NA
959,NA,NA,NA,NA,NA,NA,NA,NA,20605.414,20612.081,21537.381,21556.481,NA,NA
960,NA,NA,NA,NA,NA,NA,NA,NA,20612.347,20612.547,21561.047,21561.081,NA,NA
961,NA,NA,NA,NA,NA,NA,NA,NA,20614.047,20619.781,21561.114,21561.714,NA,NA
962,NA,NA,NA,NA,NA,NA,NA,NA,20619.814,20619.847,21574.014,21576.181,NA,NA
963,NA,NA,NA,NA,NA,NA,NA,NA,20619.914,20620.247,21576.247,21576.614,NA,NA
964,NA,NA,NA,NA,NA,NA,NA,NA,20620.281,20620.347,21582.381,21582.781,NA,NA
965,NA,NA,NA,NA,NA,NA,NA,NA,20623.847,20625.247,21588.914,21589.614,NA,NA
966,NA,NA,NA,NA,NA,NA,NA,NA,20625.414,20626.081,21592.614,21593.414,NA,NA
967,NA,NA,NA,NA,NA,NA,NA,NA,20627.881,20628.847,21594.547,21594.747,NA,NA
968,NA,NA,NA,NA,NA,NA,NA,NA,20629.047,20630.114,21594.88,21595.247,NA,NA
969,NA,NA,NA,NA,NA,NA,NA,NA,20631.481,20631.681,21595.414,21595.48,NA,NA
970,NA,NA,NA,NA,NA,NA,NA,NA,20632.081,20637.214,21596.08,21596.247,NA,NA
971,NA,NA,NA,NA,NA,NA,NA,NA,20637.847,20642.247,21596.314,21597.547,NA,NA
972,NA,NA,NA,NA,NA,NA,NA,NA,20642.514,20643.181,21599.447,21600,NA,NA
973,NA,NA,NA,NA,NA,NA,NA,NA,20643.381,20643.781,21600,21600,NA,NA
974,NA,NA,NA,NA,NA,NA,NA,NA,20643.847,20643.914,21600,21600,NA,NA
975,NA,NA,NA,NA,NA,NA,NA,NA,20645.914,20647.647,21600,21600,NA,NA
976,NA,NA,NA,NA,NA,NA,NA,NA,20751.314,20842.047,21600,21600,NA,NA
977,NA,NA,NA,NA,NA,NA,NA,NA,20880.047,20880.214,21600,21600,NA,NA
978,NA,NA,NA,NA,NA,NA,NA,NA,20892.681,20892.747,21600,21600,NA,NA
979,NA,NA,NA,NA,NA,NA,NA,NA,20912.781,20916.681,21600,21600,NA,NA
980,NA,NA,NA,NA,NA,NA,NA,NA,20932.914,20936.514,21600,21600,NA,NA
981,NA,NA,NA,NA,NA,NA,NA,NA,20936.747,20936.947,21600,21600,NA,NA
982,NA,NA,NA,NA,NA,NA,NA,NA,20959.281,20965.681,21600,21600,NA,NA
983,NA,NA,NA,NA,NA,NA,NA,NA,20970.714,20970.747,21600,21600,NA,NA
984,NA,NA,NA,NA,NA,NA,NA,NA,20971.914,20972.714,21600,21600,NA,NA
985,NA,NA,NA,NA,NA,NA,NA,NA,20972.814,20973.114,21600,21600,NA,NA
986,NA,NA,NA,NA,NA,NA,NA,NA,20977.414,20977.614,NA,NA,NA,NA
987,NA,NA,NA,NA,NA,NA,NA,NA,21040.314,21040.447,NA,NA,NA,NA
988,NA,NA,NA,NA,NA,NA,NA,NA,21041.547,21041.914,NA,NA,NA,NA
989,NA,NA,NA,NA,NA,NA,NA,NA,21045.914,21056.014,NA,NA,NA,NA
990,NA,NA,NA,NA,NA,NA,NA,NA,21057.881,21089.847,NA,NA,NA,NA
991,NA,NA,NA,NA,NA,NA,NA,NA,21102.214,21123.781,NA,NA,NA,NA
992,NA,NA,NA,NA,NA,NA,NA,NA,21124.847,21125.181,NA,NA,NA,NA
993,NA,NA,NA,NA,NA,NA,NA,NA,21134.114,21134.614,NA,NA,NA,NA
994,NA,NA,NA,NA,NA,NA,NA,NA,21135.681,21136.847,NA,NA,NA,NA
995,NA,NA,NA,NA,NA,NA,NA,NA,21136.981,21138.181,NA,NA,NA,NA
996,NA,NA,NA,NA,NA,NA,NA,NA,21140.514,21140.714,NA,NA,NA,NA
997,NA,NA,NA,NA,NA,NA,NA,NA,21242.181,21242.281,NA,NA,NA,NA
998,NA,NA,NA,NA,NA,NA,NA,NA,21242.414,21242.447,NA,NA,NA,NA
999,NA,NA,NA,NA,NA,NA,NA,NA,21251.181,21251.581,NA,NA,NA,NA
1000,NA,NA,NA,NA,NA,NA,NA,NA,21251.614,21251.714,NA,NA,NA,NA
1001,NA,NA,NA,NA,NA,NA,NA,NA,21251.781,21253.447,NA,NA,NA,NA
1002,NA,NA,NA,NA,NA,NA,NA,NA,21253.981,21254.114,NA,NA,NA,NA
1003,NA,NA,NA,NA,NA,NA,NA,NA,21254.381,21256.047,NA,NA,NA,NA
1004,NA,NA,NA,NA,NA,NA,NA,NA,21279.814,21288.947,NA,NA,NA,NA
1005,NA,NA,NA,NA,NA,NA,NA,NA,21290.781,21331.581,NA,NA,NA,NA
1006,NA,NA,NA,NA,NA,NA,NA,NA,21332.247,21343.181,NA,NA,NA,NA
1007,NA,NA,NA,NA,NA,NA,NA,NA,21343.814,21365.647,NA,NA,NA,NA
1008,NA,NA,NA,NA,NA,NA,NA,NA,21383.514,21388.414,NA,NA,NA,NA
1009,NA,NA,NA,NA,NA,NA,NA,NA,21389.581,21392.214,NA,NA,NA,NA
1010,NA,NA,NA,NA,NA,NA,NA,NA,21408.547,21408.647,NA,NA,NA,NA
1011,NA,NA,NA,NA,NA,NA,NA,NA,21408.681,21408.714,NA,NA,NA,NA
1012,NA,NA,NA,NA,NA,NA,NA,NA,21408.814,21408.914,NA,NA,NA,NA
1013,NA,NA,NA,NA,NA,NA,NA,NA,21417.814,21429.147,NA,NA,NA,NA
1014,NA,NA,NA,NA,NA,NA,NA,NA,21445.047,21446.814,NA,NA,NA,NA
1015,NA,NA,NA,NA,NA,NA,NA,NA,21446.981,21455.081,NA,NA,NA,NA
1016,NA,NA,NA,NA,NA,NA,NA,NA,21455.114,21455.247,NA,NA,NA,NA
1017,NA,NA,NA,NA,NA,NA,NA,NA,21482.014,21482.047,NA,NA,NA,NA
1018,NA,NA,NA,NA,NA,NA,NA,NA,21482.147,21515.847,NA,NA,NA,NA
1019,NA,NA,NA,NA,NA,NA,NA,NA,21515.947,21516.014,NA,NA,NA,NA
1020,NA,NA,NA,NA,NA,NA,NA,NA,21516.714,21517.014,NA,NA,NA,NA
1021,NA,NA,NA,NA,NA,NA,NA,NA,21517.247,21518.814,NA,NA,NA,NA
1022,NA,NA,NA,NA,NA,NA,NA,NA,21518.947,21520.581,NA,NA,NA,NA
1023,NA,NA,NA,NA,NA,NA,NA,NA,21527.947,21527.981,NA,NA,NA,NA
1024,NA,NA,NA,NA,NA,NA,NA,NA,21532.081,21534.281,NA,NA,NA,NA
1025,NA,NA,NA,NA,NA,NA,NA,NA,21534.347,21534.747,NA,NA,NA,NA
1026,NA,NA,NA,NA,NA,NA,NA,NA,21535.281,21536.581,NA,NA,NA,NA
1027,NA,NA,NA,NA,NA,NA,NA,NA,21537.347,21537.381,NA,NA,NA,NA
1028,NA,NA,NA,NA,NA,NA,NA,NA,21556.481,21556.681,NA,NA,NA,NA
1029,NA,NA,NA,NA,NA,NA,NA,NA,21561.714,21574.014,NA,NA,NA,NA
1030,NA,NA,NA,NA,NA,NA,NA,NA,21576.181,21576.247,NA,NA,NA,NA
1031,NA,NA,NA,NA,NA,NA,NA,NA,21576.614,21582.381,NA,NA,NA,NA
1032,NA,NA,NA,NA,NA,NA,NA,NA,21582.781,21588.914,NA,NA,NA,NA
1033,NA,NA,NA,NA,NA,NA,NA,NA,21589.614,21592.614,NA,NA,NA,NA
1034,NA,NA,NA,NA,NA,NA,NA,NA,21593.414,21594.547,NA,NA,NA,NA
1035,NA,NA,NA,NA,NA,NA,NA,NA,21594.747,21594.88,NA,NA,NA,NA
1036,NA,NA,NA,NA,NA,NA,NA,NA,21595.247,21595.414,NA,NA,NA,NA
1037,NA,NA,NA,NA,NA,NA,NA,NA,21595.48,21596.08,NA,NA,NA,NA
1038,NA,NA,NA,NA,NA,NA,NA,NA,21596.247,21596.314,NA,NA,NA,NA
1039,NA,NA,NA,NA,NA,NA,NA,NA,21597.547,21599.447,NA,NA,NA,NA
